,Idade,Genero,Estados,Cargo,Carreira,Faixa salarial,Experiencia,Raça
4573,28.0,Masculino,Mato Grosso (MT),Analista de BI,Pleno,3500.0,de 3 a 4 anos,Branca
4574,38.0,Masculino,São Paulo (SP),Cientista de dados,Pleno,10000.0,de 3 a 4 anos,Branca
4575,29.0,Masculino,Santa Catarina (SC),Analista de Dados,Júnior,5000.0,de 3 a 4 anos,Branca
4576,42.0,Masculino,Rio Grande do Sul (RS),Cientista de dados,Pleno,18000.0,Mais de 10 anos,Branca
4577,38.0,Masculino,Ceará (CE),Analista de BI,Sênior,7000.0,de 4 a 6 anos,Branca
4578,41.0,Masculino,Rio de Janeiro (RJ),,,22500.0,Mais de 10 anos,Parda
4579,23.0,Masculino,São Paulo (SP),Analista de Dados,Júnior,5000.0,de 4 a 6 anos,Parda
4580,51.0,Feminino,Paraná (PR),,,,,Branca
4581,,,,,,,,
4582,29.0,Masculino,Minas Gerais (MG),Engenheiro de dados,Sênior,22500.0,de 7 a 10 anos,Branca
4583,45.0,Masculino,Santa Catarina (SC),,,,,Parda
4584,25.0,Feminino,São Paulo (SP),,,10000.0,de 4 a 6 anos,Branca
4585,24.0,Masculino,São Paulo (SP),Analista de BI,Sênior,10000.0,de 3 a 4 anos,Branca
4586,33.0,Masculino,Rio Grande do Sul (RS),Analista de BI,Pleno,5000.0,de 4 a 6 anos,Branca
4587,47.0,Masculino,Pernambuco (PE),Analista de Dados,Pleno,10000.0,de 3 a 4 anos,Parda
4588,21.0,Masculino,São Paulo (SP),,,,,Branca
4589,31.0,Masculino,Distrito Federal (DF),Analista de BI,Pleno,7000.0,de 3 a 4 anos,Preta
4590,37.0,Feminino,Minas Gerais (MG),Analista de Dados,Sênior,14000.0,de 4 a 6 anos,Parda
4591,42.0,Masculino,Minas Gerais (MG),,,27500.0,de 4 a 6 anos,Parda
4592,28.0,Feminino,São Paulo (SP),Analista de Dados,Pleno,10000.0,de 3 a 4 anos,Branca
4593,62.0,Masculino,Minas Gerais (MG),,,7000.0,Até 2 anos,Branca
4594,34.0,Feminino,São Paulo (SP),,,18000.0,Mais de 10 anos,Parda
4595,37.0,Masculino,,Analista de Dados,Sênior,35000.0,de 4 a 6 anos,Branca
4596,36.0,Masculino,Paraná (PR),Analista de Dados,Júnior,3500.0,Até 2 anos,Branca
4597,38.0,Masculino,São Paulo (SP),Analista de BI,Sênior,10000.0,de 7 a 10 anos,Branca
4598,26.0,Masculino,Rio Grande do Sul (RS),Engenheiro de dados,Sênior,5000.0,de 3 a 4 anos,Branca
4599,40.0,Feminino,Minas Gerais (MG),,,14000.0,Mais de 10 anos,Branca
4600,23.0,Masculino,São Paulo (SP),Cientista de dados,Pleno,7000.0,Até 2 anos,Branca
4601,37.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,18000.0,Mais de 10 anos,Parda
4602,23.0,Masculino,Pernambuco (PE),Analista de BI,Júnior,3500.0,Até 2 anos,Branca
4603,35.0,Masculino,Espírito Santo (ES),Cientista de dados,Sênior,10000.0,de 4 a 6 anos,Parda
4604,25.0,Masculino,São Paulo (SP),,,,,Branca
4605,34.0,Masculino,São Paulo (SP),Cientista de dados,Pleno,10000.0,Até 2 anos,Amarela
4606,,,,,,,,
4607,36.0,Masculino,São Paulo (SP),,,14000.0,Mais de 10 anos,Branca
4608,30.0,Masculino,Espírito Santo (ES),Cientista de dados,Pleno,5000.0,de 3 a 4 anos,Branca
4609,24.0,Masculino,Tocantins (TO),Analista de Dados,Pleno,10000.0,de 3 a 4 anos,Parda
4610,37.0,Masculino,Rio Grande do Sul (RS),Outra opção,Sênior,5000.0,Até 2 anos,Branca
4611,,,,,,,,
4612,47.0,Masculino,Rio de Janeiro (RJ),,,35000.0,Mais de 10 anos,Parda
4613,32.0,Masculino,Santa Catarina (SC),Cientista de dados,Pleno,10000.0,de 4 a 6 anos,Branca
4614,28.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,14000.0,de 3 a 4 anos,Branca
4615,27.0,Masculino,Rio Grande do Norte (RN),,,,,Parda
4616,38.0,Masculino,Minas Gerais (MG),Analista de BI,Pleno,5000.0,de 3 a 4 anos,Branca
4617,27.0,Masculino,Rio Grande do Sul (RS),,,,,Branca
4618,31.0,Masculino,Paraná (PR),Cientista de dados,Sênior,10000.0,de 4 a 6 anos,Branca
4619,30.0,Masculino,Distrito Federal (DF),Analista de BI,Júnior,1500.0,Até 2 anos,Branca
4620,32.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,10000.0,Até 2 anos,Amarela
4621,29.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,10000.0,de 7 a 10 anos,Não informado
4622,,,,,,,,
4623,52.0,Masculino,Minas Gerais (MG),,,10000.0,Mais de 10 anos,Parda
4624,42.0,Feminino,Minas Gerais (MG),,,,,Branca
4625,29.0,Feminino,Pernambuco (PE),Analista de BI,Júnior,1500.0,Até 2 anos,Branca
4626,26.0,Masculino,Paraná (PR),Cientista de dados,Júnior,7000.0,Até 2 anos,Branca
4627,26.0,Masculino,Minas Gerais (MG),Cientista de dados,Sênior,14000.0,de 7 a 10 anos,Branca
4628,30.0,Masculino,Goiás (GO),Engenheiro de dados,Pleno,5000.0,Até 2 anos,Branca
4629,30.0,Masculino,Rio de Janeiro (RJ),Analista de BI,Sênior,7000.0,de 4 a 6 anos,Branca
4630,37.0,Feminino,Rio Grande do Sul (RS),Outra opção,Pleno,10000.0,de 3 a 4 anos,Branca
4631,28.0,Feminino,São Paulo (SP),Analista de Dados,Pleno,14000.0,de 3 a 4 anos,Parda
4632,30.0,Masculino,Amazonas (AM),,,7000.0,de 4 a 6 anos,Branca
4633,29.0,Masculino,São Paulo (SP),Engenheiro de dados,Pleno,10000.0,de 3 a 4 anos,Branca
4634,29.0,Masculino,Rio de Janeiro (RJ),Analista de Dados,Sênior,22500.0,de 3 a 4 anos,Branca
4635,41.0,Masculino,São Paulo (SP),Outra opção,Júnior,2500.0,Até 2 anos,Branca
4636,27.0,Masculino,São Paulo (SP),Cientista de dados,Pleno,7000.0,Até 2 anos,Branca
4637,34.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,14000.0,Mais de 10 anos,Branca
4638,33.0,Feminino,Minas Gerais (MG),Analista de BI,Júnior,5000.0,Até 2 anos,Parda
4639,36.0,Masculino,São Paulo (SP),,,14000.0,de 3 a 4 anos,Branca
4640,22.0,Masculino,Rio de Janeiro (RJ),Cientista de dados,Júnior,2500.0,Até 2 anos,Branca
4641,24.0,Masculino,São Paulo (SP),Cientista de dados,Júnior,5000.0,Até 2 anos,Amarela
4642,32.0,Masculino,Rio de Janeiro (RJ),,,,,Branca
4643,23.0,Feminino,Bahia (BA),Outra opção,Júnior,3500.0,Até 2 anos,Parda
4644,48.0,Feminino,Bahia (BA),,,14000.0,Mais de 10 anos,Branca
4645,31.0,Masculino,Pernambuco (PE),,,,,Branca
4646,39.0,Masculino,Goiás (GO),,,18000.0,de 7 a 10 anos,Parda
4647,23.0,Masculino,Rio Grande do Norte (RN),Engenheiro de dados,Júnior,5000.0,Até 2 anos,Preta
4648,29.0,Feminino,São Paulo (SP),Cientista de dados,Pleno,7000.0,de 3 a 4 anos,Branca
4649,29.0,Masculino,Espírito Santo (ES),,,22500.0,de 4 a 6 anos,Parda
4650,29.0,Masculino,Pernambuco (PE),Analista de BI,Pleno,5000.0,Até 2 anos,Amarela
4651,38.0,Masculino,São Paulo (SP),,,10000.0,de 3 a 4 anos,Branca
4652,24.0,Masculino,Paraná (PR),Analista de BI,Júnior,2500.0,Até 2 anos,Preta
4653,27.0,Masculino,Ceará (CE),Analista de BI,Júnior,5000.0,Até 2 anos,Branca
4654,27.0,Masculino,Rio de Janeiro (RJ),Engenheiro de dados,Sênior,14000.0,de 3 a 4 anos,Branca
4655,33.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,10000.0,de 3 a 4 anos,Parda
4656,23.0,Masculino,Minas Gerais (MG),Engenheiro de dados,Pleno,7000.0,de 3 a 4 anos,Branca
4657,29.0,Masculino,Rio de Janeiro (RJ),Cientista de dados,Pleno,3500.0,Até 2 anos,Parda
4658,31.0,Masculino,Goiás (GO),Analista de BI,Pleno,5000.0,de 3 a 4 anos,Branca
4659,35.0,Masculino,Paraná (PR),Analista de BI,Pleno,7000.0,de 3 a 4 anos,Parda
4660,23.0,Masculino,Bahia (BA),,,2500.0,Até 2 anos,Parda
4661,46.0,Masculino,Rio de Janeiro (RJ),Outra opção,Sênior,5000.0,Até 2 anos,Branca
4662,37.0,Masculino,Amapá (AP),Outra opção,Pleno,7000.0,de 3 a 4 anos,Branca
4663,46.0,Feminino,São Paulo (SP),,,,,Branca
4664,27.0,Masculino,Paraná (PR),Engenheiro de dados,Pleno,10000.0,de 3 a 4 anos,Branca
4665,24.0,Feminino,São Paulo (SP),Engenheiro de dados,Pleno,5000.0,de 3 a 4 anos,Branca
4666,20.0,Masculino,São Paulo (SP),Analista de BI,Júnior,5000.0,Até 2 anos,Branca
4667,30.0,Masculino,Paraná (PR),Analista de Dados,Pleno,7000.0,de 3 a 4 anos,Parda
4668,30.0,Masculino,Rio Grande do Sul (RS),,,14000.0,de 7 a 10 anos,Branca
4669,35.0,Masculino,Espírito Santo (ES),,,22500.0,de 7 a 10 anos,Parda
4670,42.0,Masculino,Rio Grande do Sul (RS),Outra opção,Sênior,7000.0,Mais de 10 anos,Parda
4671,25.0,Masculino,Distrito Federal (DF),Cientista de dados,Júnior,5000.0,Até 2 anos,Parda
4672,31.0,Masculino,Rio de Janeiro (RJ),Cientista de dados,Sênior,10000.0,de 3 a 4 anos,Branca
4673,30.0,Feminino,São Paulo (SP),Analista de Dados,Sênior,7000.0,de 4 a 6 anos,Branca
4674,30.0,Feminino,São Paulo (SP),Cientista de dados,Júnior,7000.0,Até 2 anos,Branca
4675,32.0,Masculino,Rio de Janeiro (RJ),Analista de Dados,Júnior,5000.0,Até 2 anos,Parda
4676,,,,,,,,
4677,45.0,Masculino,Minas Gerais (MG),,,35000.0,Mais de 10 anos,Preta
4678,37.0,Masculino,São Paulo (SP),Outra opção,Pleno,5000.0,de 7 a 10 anos,Branca
4679,20.0,Masculino,São Paulo (SP),Outra opção,Júnior,2500.0,Até 2 anos,Branca
4680,31.0,Masculino,São Paulo (SP),,,14000.0,de 4 a 6 anos,Branca
4681,30.0,Masculino,São Paulo (SP),Cientista de dados,Pleno,18000.0,de 7 a 10 anos,Branca
4682,33.0,Masculino,Minas Gerais (MG),Engenheiro de dados,Sênior,14000.0,de 4 a 6 anos,Branca
4683,20.0,Feminino,Goiás (GO),,,,,Preta
4684,25.0,Feminino,Alagoas (AL),Outra opção,Júnior,1000.0,Até 2 anos,Parda
4685,30.0,Feminino,São Paulo (SP),Cientista de dados,Sênior,14000.0,de 7 a 10 anos,Branca
4686,33.0,Feminino,Sergipe (SE),,,,,Branca
4687,33.0,Feminino,Rio de Janeiro (RJ),Engenheiro de dados,Sênior,10000.0,de 4 a 6 anos,Branca
4688,43.0,Masculino,Minas Gerais (MG),,,35000.0,Mais de 10 anos,Branca
4689,48.0,Masculino,São Paulo (SP),Outra opção,Sênior,14000.0,Mais de 10 anos,Branca
4690,,,,,,,,
4691,30.0,Feminino,Paraná (PR),Cientista de dados,Júnior,5000.0,Até 2 anos,Amarela
4692,34.0,Feminino,São Paulo (SP),Analista de Dados,Pleno,7000.0,de 3 a 4 anos,Parda
4693,32.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,18000.0,de 7 a 10 anos,Branca
4694,25.0,Masculino,Piauí (PI),Analista de Dados,Júnior,2500.0,Até 2 anos,Branca
4695,24.0,Masculino,São Paulo (SP),Analista de BI,Pleno,5000.0,de 3 a 4 anos,Branca
4696,48.0,Masculino,Rio de Janeiro (RJ),,,10000.0,Até 2 anos,Parda
4697,28.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,35000.0,de 7 a 10 anos,Branca
4698,29.0,Feminino,Rio de Janeiro (RJ),,,18000.0,de 7 a 10 anos,Branca
4699,34.0,Feminino,Rio Grande do Sul (RS),Analista de Dados,Pleno,7000.0,de 3 a 4 anos,Branca
4700,34.0,Masculino,Rio Grande do Sul (RS),Cientista de dados,Sênior,10000.0,Mais de 10 anos,Branca
4701,26.0,Feminino,São Paulo (SP),Engenheiro de dados,Sênior,14000.0,de 4 a 6 anos,Parda
4702,43.0,Masculino,São Paulo (SP),,,,,Parda
4703,24.0,Masculino,São Paulo (SP),Analista de Dados,Júnior,5000.0,Até 2 anos,Branca
4704,25.0,Masculino,Paraná (PR),Analista de BI,Pleno,3500.0,Até 2 anos,Branca
4705,26.0,Masculino,São Paulo (SP),Cientista de dados,Pleno,7000.0,Até 2 anos,Branca
4706,,,,,,,,
4707,39.0,Masculino,Espírito Santo (ES),Engenheiro de dados,Sênior,14000.0,Mais de 10 anos,Branca
4708,28.0,Feminino,Rio Grande do Norte (RN),Outra opção,Pleno,3500.0,Até 2 anos,Branca
4709,29.0,Masculino,Minas Gerais (MG),,,5000.0,Até 2 anos,Branca
4710,24.0,Masculino,São Paulo (SP),Analista de BI,Pleno,5000.0,Até 2 anos,Parda
4711,35.0,Masculino,São Paulo (SP),,,22500.0,de 3 a 4 anos,Branca
4712,56.0,Masculino,Santa Catarina (SC),,,,,Branca
4713,51.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,5000.0,de 3 a 4 anos,Branca
4714,35.0,Masculino,São Paulo (SP),,,22500.0,Mais de 10 anos,Branca
4715,,,,,,,,
4716,28.0,Masculino,Minas Gerais (MG),Analista de BI,Pleno,7000.0,Até 2 anos,Branca
4717,25.0,Masculino,São Paulo (SP),Analista de Dados,Júnior,2500.0,Até 2 anos,Preta
4718,31.0,Masculino,Rio de Janeiro (RJ),Cientista de dados,Pleno,10000.0,de 4 a 6 anos,Preta
4719,55.0,Feminino,Distrito Federal (DF),,,22500.0,de 4 a 6 anos,Parda
4720,35.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,10000.0,de 3 a 4 anos,Indígena
4721,23.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,18000.0,de 3 a 4 anos,Parda
4722,24.0,Masculino,Rio Grande do Sul (RS),Cientista de dados,Júnior,5000.0,de 3 a 4 anos,Branca
4723,37.0,Masculino,Santa Catarina (SC),,,22500.0,Até 2 anos,Branca
4724,29.0,Masculino,São Paulo (SP),,,18000.0,de 4 a 6 anos,Branca
4725,22.0,Masculino,São Paulo (SP),Outra opção,Júnior,1500.0,Até 2 anos,Branca
4726,31.0,Feminino,Santa Catarina (SC),Analista de BI,Sênior,14000.0,de 4 a 6 anos,Branca
4727,25.0,Masculino,Santa Catarina (SC),Cientista de dados,Sênior,10000.0,de 4 a 6 anos,Branca
4728,30.0,Masculino,Santa Catarina (SC),Cientista de dados,Sênior,14000.0,de 3 a 4 anos,Branca
4729,25.0,Masculino,São Paulo (SP),Engenheiro de dados,Pleno,5000.0,de 4 a 6 anos,Parda
4730,32.0,Masculino,São Paulo (SP),,,27500.0,de 4 a 6 anos,Preta
4731,32.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,18000.0,Mais de 10 anos,Branca
4732,28.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,14000.0,de 4 a 6 anos,Parda
4733,24.0,Masculino,Santa Catarina (SC),Engenheiro de dados,Pleno,10000.0,de 3 a 4 anos,Branca
4734,24.0,Masculino,Paraná (PR),Engenheiro de dados,Pleno,10000.0,de 3 a 4 anos,Branca
4735,28.0,Masculino,Minas Gerais (MG),Outra opção,Pleno,7000.0,Até 2 anos,Parda
4736,29.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,10000.0,de 3 a 4 anos,Branca
4737,28.0,Masculino,Rondônia (RO),Analista de Dados,Júnior,7000.0,de 3 a 4 anos,Branca
4738,35.0,Masculino,Paraná (PR),,,18000.0,Mais de 10 anos,Preta
4739,26.0,Masculino,Pernambuco (PE),Engenheiro de dados,Sênior,10000.0,de 3 a 4 anos,Parda
4740,52.0,Masculino,Santa Catarina (SC),Analista de Dados,Pleno,7000.0,de 3 a 4 anos,Branca
4741,34.0,Masculino,Ceará (CE),,,,,Preta
4742,27.0,Masculino,Distrito Federal (DF),Analista de Dados,Júnior,5000.0,Até 2 anos,Parda
4743,28.0,Masculino,São Paulo (SP),Cientista de dados,Júnior,5000.0,Até 2 anos,Branca
4744,30.0,Masculino,São Paulo (SP),,,22500.0,de 4 a 6 anos,Branca
4745,33.0,Feminino,Rondônia (RO),Outra opção,Pleno,7000.0,Mais de 10 anos,Parda
4746,26.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,7000.0,Até 2 anos,Branca
4747,40.0,Masculino,São Paulo (SP),,,40000.0,Mais de 10 anos,Parda
4748,,,,,,,,
4749,26.0,Masculino,São Paulo (SP),Outra opção,Sênior,7000.0,de 7 a 10 anos,Branca
4750,66.0,Masculino,Paraná (PR),Outra opção,Sênior,10000.0,Mais de 10 anos,Branca
4751,25.0,Masculino,Ceará (CE),Analista de Dados,Sênior,14000.0,Até 2 anos,Parda
4752,44.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,7000.0,de 4 a 6 anos,Branca
4753,28.0,Feminino,Distrito Federal (DF),,,,,Parda
4754,26.0,Masculino,São Paulo (SP),,,14000.0,de 4 a 6 anos,Branca
4755,24.0,Masculino,Santa Catarina (SC),Cientista de dados,Pleno,3500.0,Até 2 anos,Branca
4756,29.0,Masculino,São Paulo (SP),Engenheiro de dados,Pleno,10000.0,de 4 a 6 anos,Branca
4757,44.0,Feminino,São Paulo (SP),Analista de BI,Júnior,5000.0,Até 2 anos,Branca
4758,27.0,Masculino,Rio de Janeiro (RJ),,,10000.0,de 3 a 4 anos,Branca
4759,33.0,Masculino,Mato Grosso do Sul (MS),Engenheiro de dados,Sênior,10000.0,de 4 a 6 anos,Parda
4760,31.0,Feminino,São Paulo (SP),Cientista de dados,Sênior,14000.0,de 7 a 10 anos,Branca
4761,32.0,Masculino,,Engenheiro de dados,Pleno,14000.0,de 3 a 4 anos,Parda
4762,24.0,Masculino,São Paulo (SP),Analista de BI,Júnior,5000.0,Até 2 anos,Preta
4763,31.0,Feminino,Ceará (CE),,,,,Branca
4764,26.0,Feminino,Rio Grande do Sul (RS),Analista de Dados,Sênior,7000.0,de 4 a 6 anos,Branca
4765,34.0,Feminino,São Paulo (SP),Analista de BI,Pleno,18000.0,Até 2 anos,Branca
4766,26.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,14000.0,de 4 a 6 anos,Branca
4767,31.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,7000.0,de 3 a 4 anos,Branca
4768,32.0,Masculino,São Paulo (SP),Cientista de dados,Pleno,5000.0,de 4 a 6 anos,Branca
4769,38.0,Masculino,Paraná (PR),,,27500.0,Mais de 10 anos,Branca
4770,34.0,Masculino,Rio Grande do Sul (RS),Analista de BI,Sênior,7000.0,de 7 a 10 anos,Branca
4771,31.0,Masculino,Paraná (PR),Outra opção,Sênior,10000.0,de 7 a 10 anos,Parda
4772,32.0,Masculino,São Paulo (SP),,,18000.0,de 4 a 6 anos,Branca
4773,26.0,Feminino,São Paulo (SP),,,10000.0,de 7 a 10 anos,Branca
4774,22.0,Masculino,Paraná (PR),Analista de Dados,Júnior,3500.0,Até 2 anos,Branca
4775,,,,,,,,
4776,40.0,Masculino,São Paulo (SP),,,22500.0,Mais de 10 anos,Branca
4777,27.0,Feminino,Mato Grosso (MT),,,7000.0,Até 2 anos,Preta
4778,32.0,Masculino,São Paulo (SP),Analista de BI,Júnior,2500.0,Até 2 anos,Branca
4779,51.0,Masculino,Paraná (PR),,,14000.0,de 3 a 4 anos,Amarela
4780,31.0,Masculino,Ceará (CE),Engenheiro de dados,Pleno,5000.0,de 4 a 6 anos,Preta
4781,42.0,Masculino,São Paulo (SP),,,40000.0,Mais de 10 anos,Amarela
4782,20.0,Masculino,Minas Gerais (MG),Cientista de dados,Júnior,1500.0,Até 2 anos,Branca
4783,28.0,Masculino,São Paulo (SP),,,,,Branca
4784,40.0,Feminino,Rio de Janeiro (RJ),Analista de Dados,Júnior,5000.0,Até 2 anos,Branca
4785,25.0,Masculino,Minas Gerais (MG),Analista de BI,Júnior,3500.0,Até 2 anos,Parda
4786,33.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,7000.0,Até 2 anos,Branca
4787,30.0,Feminino,Rio Grande do Sul (RS),Outra opção,Pleno,10000.0,de 7 a 10 anos,Branca
4788,27.0,Masculino,São Paulo (SP),Engenheiro de dados,Pleno,5000.0,Até 2 anos,Branca
4789,34.0,Masculino,Rio de Janeiro (RJ),Engenheiro de dados,Sênior,14000.0,de 7 a 10 anos,Branca
4790,30.0,Masculino,Ceará (CE),Analista de Dados,Júnior,3500.0,Até 2 anos,Preta
4791,32.0,Feminino,Santa Catarina (SC),,,18000.0,de 3 a 4 anos,Branca
4792,27.0,Masculino,Paraná (PR),Engenheiro de dados,Júnior,5000.0,Até 2 anos,Branca
4793,31.0,Masculino,São Paulo (SP),,,40000.0,de 4 a 6 anos,Parda
4794,40.0,Masculino,Tocantins (TO),Cientista de dados,Sênior,27500.0,de 7 a 10 anos,Branca
4795,,,,,,,,
4796,28.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,10000.0,de 7 a 10 anos,Parda
4797,29.0,Feminino,São Paulo (SP),,,7000.0,de 4 a 6 anos,Branca
4798,36.0,Feminino,Bahia (BA),Analista de Dados,Sênior,7000.0,de 7 a 10 anos,Preta
4799,39.0,Masculino,Rio de Janeiro (RJ),,,,,Branca
4800,48.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,27500.0,Mais de 10 anos,Branca
4801,23.0,Masculino,Distrito Federal (DF),Engenheiro de dados,Júnior,7000.0,Até 2 anos,Branca
4802,30.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,10000.0,de 3 a 4 anos,Branca
4803,29.0,Masculino,São Paulo (SP),Cientista de dados,Pleno,10000.0,de 3 a 4 anos,Branca
4804,34.0,Feminino,Minas Gerais (MG),Engenheiro de dados,Pleno,7000.0,de 3 a 4 anos,Preta
4805,46.0,Masculino,São Paulo (SP),,,18000.0,Mais de 10 anos,Parda
4806,30.0,Masculino,São Paulo (SP),,,18000.0,de 7 a 10 anos,Branca
4807,26.0,Masculino,,Engenheiro de dados,Pleno,18000.0,de 3 a 4 anos,Branca
4808,42.0,Masculino,Rio de Janeiro (RJ),Analista de Dados,Sênior,5000.0,Mais de 10 anos,Parda
4809,19.0,Feminino,Minas Gerais (MG),Engenheiro de dados,Júnior,3500.0,Até 2 anos,Branca
4810,28.0,Masculino,Rio de Janeiro (RJ),Engenheiro de dados,Sênior,10000.0,de 4 a 6 anos,Preta
4811,39.0,Masculino,Piauí (PI),,,7000.0,Até 2 anos,Branca
4812,27.0,Masculino,Goiás (GO),,,,,Branca
4813,35.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,5000.0,Até 2 anos,Parda
4814,43.0,Feminino,Paraná (PR),,,3500.0,Até 2 anos,Branca
4815,29.0,Feminino,Distrito Federal (DF),Cientista de dados,Sênior,14000.0,de 4 a 6 anos,Branca
4816,41.0,Feminino,São Paulo (SP),Analista de BI,Júnior,2500.0,Até 2 anos,Branca
4817,39.0,Masculino,São Paulo (SP),Analista de BI,Sênior,5000.0,de 3 a 4 anos,Parda
4818,30.0,Feminino,Santa Catarina (SC),Analista de BI,Pleno,5000.0,Até 2 anos,Branca
4819,32.0,Masculino,Ceará (CE),,,18000.0,de 7 a 10 anos,Branca
4820,32.0,Masculino,Santa Catarina (SC),Analista de Dados,Pleno,10000.0,de 3 a 4 anos,Branca
4821,29.0,Feminino,Minas Gerais (MG),Outra opção,Sênior,40000.0,de 3 a 4 anos,Parda
4822,26.0,Masculino,Ceará (CE),Analista de Dados,Pleno,5000.0,Até 2 anos,Branca
4823,24.0,Masculino,Minas Gerais (MG),Cientista de dados,Júnior,5000.0,Até 2 anos,Branca
4824,24.0,Masculino,São Paulo (SP),,,,,Branca
4825,30.0,Feminino,Rio Grande do Sul (RS),Analista de Dados,Júnior,5000.0,Até 2 anos,Branca
4826,28.0,Feminino,Maranhão (MA),Cientista de dados,Pleno,7000.0,Até 2 anos,Parda
4827,31.0,Masculino,Rio de Janeiro (RJ),Analista de BI,Pleno,10000.0,Até 2 anos,Branca
4828,24.0,Feminino,São Paulo (SP),Engenheiro de dados,Pleno,14000.0,de 4 a 6 anos,Preta
4829,37.0,Masculino,Bahia (BA),Cientista de dados,Sênior,22500.0,Mais de 10 anos,Parda
4830,28.0,Feminino,Bahia (BA),,,,,Parda
4831,33.0,Masculino,Minas Gerais (MG),,,14000.0,de 3 a 4 anos,Parda
4832,26.0,Masculino,São Paulo (SP),Engenheiro de dados,Pleno,5000.0,de 3 a 4 anos,Parda
4833,27.0,Masculino,São Paulo (SP),Analista de BI,Pleno,5000.0,Até 2 anos,Parda
4834,33.0,Masculino,São Paulo (SP),Analista de BI,Pleno,10000.0,de 3 a 4 anos,Parda
4835,28.0,Feminino,São Paulo (SP),Analista de Dados,Pleno,10000.0,Até 2 anos,Branca
4836,36.0,Feminino,São Paulo (SP),Cientista de dados,Pleno,10000.0,de 4 a 6 anos,Branca
4837,31.0,Masculino,Bahia (BA),Outra opção,Sênior,14000.0,Mais de 10 anos,Preta
4838,51.0,Masculino,Minas Gerais (MG),,,27500.0,de 4 a 6 anos,Branca
4839,38.0,Masculino,São Paulo (SP),Engenheiro de dados,Júnior,5000.0,de 3 a 4 anos,Branca
4840,27.0,Masculino,Distrito Federal (DF),,,,,Parda
4841,35.0,Masculino,Santa Catarina (SC),Outra opção,Sênior,14000.0,Mais de 10 anos,Branca
4842,46.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,14000.0,de 4 a 6 anos,Branca
4843,27.0,Masculino,Espírito Santo (ES),Engenheiro de dados,Pleno,5000.0,de 4 a 6 anos,Branca
4844,34.0,Feminino,São Paulo (SP),,,40000.0,Mais de 10 anos,Branca
4845,29.0,Masculino,Minas Gerais (MG),Analista de Dados,Júnior,2500.0,Até 2 anos,Preta
4846,27.0,Feminino,São Paulo (SP),,,,,Branca
4847,32.0,Masculino,São Paulo (SP),Analista de Dados,Júnior,3500.0,Até 2 anos,Branca
4848,34.0,Masculino,São Paulo (SP),,,,,Parda
4849,25.0,Masculino,São Paulo (SP),,,,,Branca
4850,35.0,Feminino,Santa Catarina (SC),Analista de Dados,Pleno,5000.0,Até 2 anos,Branca
4851,28.0,Feminino,Paraíba (PB),,,,,Preta
4852,43.0,Masculino,Minas Gerais (MG),Engenheiro de dados,Júnior,5000.0,Até 2 anos,Branca
4853,27.0,Feminino,Distrito Federal (DF),Cientista de dados,Sênior,18000.0,de 3 a 4 anos,Branca
4854,34.0,Feminino,Paraná (PR),,,10000.0,de 7 a 10 anos,Branca
4855,39.0,Masculino,Rio de Janeiro (RJ),,,18000.0,de 3 a 4 anos,Branca
4856,32.0,Masculino,Santa Catarina (SC),Cientista de dados,Pleno,7000.0,Até 2 anos,Branca
4857,44.0,Masculino,Minas Gerais (MG),,,35000.0,Mais de 10 anos,Branca
4858,36.0,Masculino,Minas Gerais (MG),Engenheiro de dados,Sênior,14000.0,de 4 a 6 anos,Parda
4859,34.0,Masculino,Minas Gerais (MG),Analista de Dados,Sênior,10000.0,de 3 a 4 anos,Branca
4860,28.0,Feminino,São Paulo (SP),Analista de Dados,Sênior,14000.0,de 4 a 6 anos,Branca
4861,26.0,Feminino,Goiás (GO),Engenheiro de dados,Pleno,5000.0,Até 2 anos,Preta
4862,30.0,Feminino,Rio de Janeiro (RJ),Analista de Dados,Sênior,10000.0,Até 2 anos,Branca
4863,45.0,Masculino,Minas Gerais (MG),,,,,Parda
4864,,,,,,,,
